uei,district_norm,state,issue_date,label,latitude,longitude,n_missing_features,rain_prev_3d_mm,rain_prev_7d_mm,rain_prev_14d_mm,et0_prev_7d_mm,forecast_rain_0_24h_mm,forecast_rain_24_48h_mm,river_discharge_current_m3s,river_discharge_change_pct,elevation_m,slope_proxy_pct,historical_flood_event_count_district,historical_flood_years_count,distance_to_nearest_recorded_flood_event_km,days_since_last_recorded_flood
UEI-IMD-FL-2018-0113,auraiya,Uttar Pradesh,2018-07-08,1,26.46517,79.50918,1,0.2,8.899999999999999,64.0,38.23,0.6,1.1,0.02,,145.0,0.631,28,17,0.0,29.0
UEI-IMD-FL-2018-0010,amreli,Gujarat,2018-07-12,1,21.59983,71.21169,0,5.4,9.0,32.0,33.199999999999996,17.0,15.3,0.02,0.0,123.0,0.721,31,22,0.0,552.0
UEI-IMD-FL-2018-0010,ahmedabad,Gujarat,2018-07-12,1,23.02579,72.58727,0,25.6,28.2,102.6,31.229999999999997,4.2,19.2,2.33,55.3,53.0,0.631,45,28,0.0,552.0
UEI-IMD-FL-2018-0088,bara banki,Uttar Pradesh,2018-07-12,1,26.92384,81.17927,0,22.200000000000003,24.200000000000003,88.8,35.6,18.0,16.6,0.58,56.8,122.0,0.631,56,31,0.0,11.0
UEI-IMD-FL-2018-0010,bhavnagar,Gujarat,2018-07-12,1,21.76287,72.15331,0,12.9,15.4,35.300000000000004,32.85,6.1,27.0,2.4,-11.8,23.0,1.171,31,22,0.0,771.0
UEI-IMD-FL-2018-0010,botad,Gujarat,2018-07-12,1,22.16917,71.66671,0,12.6,13.799999999999999,34.7,35.54,1.6,15.9,0.47,20.5,88.0,0.541,21,14,0.0,771.0
UEI-IMD-FL-2018-0011,amreli,Gujarat,2018-07-16,1,21.59983,71.21169,0,59.3,96.6,117.8,19.86,23.2,54.5,0.05,150.0,123.0,0.721,32,23,0.0,11.0
UEI-IMD-FL-2018-0043,bhopal,Madhya Pradesh,2018-07-16,1,23.25469,77.40289,0,56.1,191.6,270.40000000000003,19.54,100.9,40.5,1.9,-24.6,525.0,1.982,38,20,0.0,738.0
UEI-IMD-FL-2018-0011,bhavnagar,Gujarat,2018-07-16,1,21.76287,72.15331,0,64.0,85.4,101.80000000000001,21.09,2.9,14.2,17.97,1202.2,23.0,1.171,32,23,0.0,11.0
UEI-IMD-FL-2018-0059,bhandara,Maharashtra,2018-07-20,1,21.16817,79.64885,0,38.9,89.8,382.00000000000006,20.259999999999998,3.5,9.9,3317.94,-12.9,257.0,0.27,49,28,0.0,315.0
UEI-IMD-FL-2018-0071,baran,Rajasthan,2018-07-23,1,20.40714,85.83496,0,232.6,364.40000000000003,504.4000000000001,18.240000000000002,2.6,7.9,42.55,124.5,27.0,0.541,18,14,0.0,349.0
UEI-IMD-FL-2018-0072,barmer,Rajasthan,2018-07-24,1,25.74572,71.39211,0,0.0,7.1,10.6,35.31,0.0,0.0,0.14,-36.4,207.0,3.874,22,15,0.0,365.0
UEI-IMD-FL-2018-0089,agra,Uttar Pradesh,2018-07-25,1,20.49255,82.63422,0,42.800000000000004,68.9,246.4,21.03,1.4,2.2,3.17,-3.9,277.0,1.081,33,21,0.0,51.0
UEI-IMD-FL-2018-0089,bahraich,Uttar Pradesh,2018-07-25,1,27.57429,81.59474,0,14.8,40.800000000000004,79.49999999999999,32.01,22.7,63.5,0.81,65.3,128.0,0.27,64,36,0.0,47.0
UEI-IMD-FL-2018-0090,bulandshahr,Uttar Pradesh,2018-07-26,1,28.40392,77.85773,0,15.1,65.4,128.5,23.599999999999998,13.9,3.7,0.2,150.0,209.0,1.171,30,19,0.0,738.0
UEI-IMD-FL-2018-0090,bareilly,Uttar Pradesh,2018-07-26,1,28.36678,79.43167,0,21.3,53.800000000000004,107.10000000000001,26.0,2.4,21.9,3.67,424.3,177.0,0.36,36,24,0.0,738.0
UEI-IMD-FL-2018-0090,agra,Uttar Pradesh,2018-07-26,1,20.49255,82.63422,0,15.2,73.39999999999999,244.7,20.41,2.2,6.2,1.9,-4.5,277.0,1.081,34,21,0.0,11.0
UEI-IMD-FL-2018-0090,amethi,Uttar Pradesh,2018-07-26,1,26.15696,81.80519,0,36.400000000000006,74.8,131.8,27.889999999999997,8.9,44.6,0.59,168.2,104.0,0.27,24,15,0.0,140.0
UEI-IMD-FL-2018-0091,balrampur,Uttar Pradesh,2018-07-27,1,19.93878,83.204,0,7.700000000000001,189.3,862.4,20.43,5.9,18.1,10.48,-83.7,263.0,0.811,30,19,0.0,49.0
UEI-IMD-FL-2018-0091,amroha,Uttar Pradesh,2018-07-27,1,28.90314,78.46984,0,47.900000000000006,83.9,134.79999999999998,21.99,25.1,6.7,21.91,505.2,218.0,0.45,26,18,0.0,739.0
UEI-IMD-FL-2018-0091,agra,Uttar Pradesh,2018-07-27,1,20.49255,82.63422,0,11.6,71.89999999999999,231.9,20.06,6.2,6.7,1.03,-46.9,277.0,1.081,35,21,0.0,11.0
UEI-IMD-FL-2018-0092,amroha,Uttar Pradesh,2018-07-28,1,28.90314,78.46984,0,54.4,80.1,134.7,21.380000000000003,6.7,8.5,25.85,512.6,218.0,0.45,27,19,0.0,11.0
UEI-IMD-FL-2018-0092,ballia,Uttar Pradesh,2018-07-28,1,25.42139,86.31445,0,68.19999999999999,102.99999999999999,109.19999999999999,26.09,35.1,13.5,0.49,122.7,43.0,0.45,56,33,0.0,475.0
UEI-IMD-FL-2018-0092,gonda,Uttar Pradesh,2018-07-28,1,21.64469,84.54816,0,17.700000000000003,167.29999999999998,297.49999999999994,17.71,13.3,13.5,16.34,297.6,321.0,6.937,61,34,0.0,110.0
UEI-IMD-FL-2018-0006,dhemaji,Assam,2018-07-28,1,27.48333,94.58333,0,71.9,217.0,286.4,23.09,16.6,19.9,29.13,30.7,109.0,1.081,131,35,0.0,44.0
UEI-IMD-FL-2018-0092,chandauli,Uttar Pradesh,2018-07-28,1,25.25803,83.26825,0,32.7,104.10000000000001,142.79999999999998,20.18,87.3,12.1,0.5,-24.2,82.0,0.541,23,15,0.0,111.0
UEI-IMD-FL-2018-0092,ayodhya,Uttar Pradesh,2018-07-28,1,21.63333,86.6,0,40.9,94.2,181.6,20.400000000000002,5.1,27.0,125.18,19.9,53.0,1.712,49,31,0.0,110.0
UEI-IMD-FL-2018-0093,chitrakoot,Uttar Pradesh,2018-07-29,1,25.21473,80.91645,0,47.300000000000004,133.6,191.90000000000003,18.58,27.9,46.8,0.36,620.0,137.0,0.901,24,16,0.0,201.0
UEI-IMD-FL-2018-0094,bara banki,Uttar Pradesh,2018-07-30,1,26.92384,81.17927,0,25.799999999999997,90.6,148.29999999999998,20.51,17.0,38.6,1.62,268.2,122.0,0.631,57,31,0.0,17.0
UEI-IMD-FL-2018-0094,chitrakoot,Uttar Pradesh,2018-07-30,1,25.21473,80.91645,0,39.3,113.39999999999999,195.8,17.1,46.8,42.9,0.45,800.0,137.0,0.901,25,16,0.0,11.0
UEI-IMD-FL-2018-0094,amethi,Uttar Pradesh,2018-07-30,1,26.15696,81.80519,0,62.9,107.4,152.1,18.58,27.4,53.8,1.74,480.0,104.0,0.27,25,15,0.0,11.0
UEI-IMD-FL-2018-0094,bahraich,Uttar Pradesh,2018-07-30,1,27.57429,81.59474,0,84.3,125.0,153.20000000000002,23.96,13.6,11.6,2.25,212.5,128.0,0.27,65,36,0.0,11.0
UEI-IMD-FL-2018-0026,chikkamagaluru,Karnataka,2018-08-05,1,13.32231,75.774,0,3.0,13.3,49.199999999999996,22.52,3.9,7.4,0.08,-11.1,1042.0,1.351,18,17,0.0,209.0
UEI-IMD-FL-2018-0056,chandrapur,Maharashtra,2018-08-06,1,19.95076,79.29523,0,3.9,13.5,30.9,30.130000000000003,5.4,16.8,0.14,-17.6,184.0,1.261,49,29,0.0,755.0
UEI-IMD-FL-2018-0075,baran,Rajasthan,2018-08-08,1,20.40714,85.83496,0,137.1,155.39999999999998,225.7,21.169999999999998,3.0,8.1,45.56,77.1,27.0,0.541,19,15,0.0,15.0
UEI-IMD-FL-2018-0102,bijnor,Uttar Pradesh,2018-08-12,1,29.373,78.13636,0,19.4,58.7,85.6,21.77,9.0,4.6,1.61,61.0,240.0,0.901,28,18,0.0,755.0
UEI-IMD-FL-2018-0102,basti,Uttar Pradesh,2018-08-12,1,20.25185,84.38419,0,22.2,118.3,144.79999999999998,20.449999999999996,16.7,48.4,1.8,20.0,636.0,5.045,50,28,0.0,185.0
UEI-IMD-FL-2018-0067,bhadrak,Odisha,2018-08-13,1,21.05447,86.5156,0,21.7,150.5,232.69999999999996,22.990000000000002,20.4,9.4,5.47,-24.7,17.0,0.36,28,17,0.0,1471.0
UEI-IMD-FL-2018-0067,dhenkanal,Odisha,2018-08-13,1,20.65744,85.59693,0,74.3,184.10000000000002,244.89999999999998,22.759999999999998,38.9,19.4,2.28,-25.7,73.0,3.333,23,16,0.0,3619.0
UEI-IMD-FL-2018-0067,deogarh,Odisha,2018-08-13,1,21.53827,84.73337,0,87.69999999999999,171.99999999999997,215.7,20.35,18.3,11.4,13.79,-5.5,215.0,6.577,16,11,0.0,3619.0
UEI-IMD-FL-2018-0067,bargarh,Odisha,2018-08-13,1,21.33348,83.61905,0,68.1,163.1,205.1,20.12,46.6,18.9,2.37,-3.3,178.0,1.171,27,18,0.0,1478.0
UEI-IMD-FL-2018-0067,baleshwar,Odisha,2018-08-13,1,21.49266,86.93348,0,9.4,100.60000000000001,186.50000000000003,27.71,25.1,13.7,321.85,-32.6,20.0,1.171,47,28,0.0,1486.0
UEI-IMD-FL-2018-0067,cuttack,Odisha,2018-08-13,1,20.46497,85.87927,0,23.5,198.59999999999994,271.99999999999994,23.37,36.4,10.8,9615.12,75.8,27.0,0.18,53,29,0.0,1471.0
UEI-IMD-FL-2018-0067,balangir,Odisha,2018-08-13,1,20.70419,83.49029,0,64.6,170.6,193.7,18.24,29.3,35.2,2.37,10.7,188.0,0.721,18,12,0.0,1478.0
UEI-IMD-FL-2018-0060,akola,Maharashtra,2018-08-16,1,20.70957,76.9981,0,4.300000000000001,22.2,43.800000000000004,27.86,26.0,3.3,4.0,497.0,285.0,0.36,46,30,0.0,749.0
UEI-IMD-FL-2018-0104,gonda,Uttar Pradesh,2018-08-18,1,21.64469,84.54816,0,18.8,120.80000000000001,240.6,22.38,10.8,47.7,15.14,-3.4,321.0,6.937,62,34,0.0,20.0
UEI-IMD-FL-2018-0062,akola,Maharashtra,2018-08-19,1,20.70957,76.9981,0,79.89999999999999,87.7,117.7,22.04,23.8,31.5,1.25,111.9,285.0,0.36,47,31,0.0,11.0
UEI-IMD-FL-2018-0062,dharashiv,Maharashtra,2018-08-19,1,18.18158,76.03889,0,98.7,118.7,135.10000000000002,16.450000000000003,19.6,14.5,0.64,481.8,665.0,2.072,28,23,0.0,126.0
UEI-IMD-FL-2018-0062,gondia,Maharashtra,2018-08-19,1,21.46026,80.19205,0,31.299999999999997,89.0,290.8,20.09,21.3,8.0,27.38,-4.0,319.0,1.441,28,21,0.0,399.0
UEI-IMD-FL-2018-0062,chandrapur,Maharashtra,2018-08-19,1,19.95076,79.29523,0,96.70000000000002,127.20000000000002,194.70000000000005,18.54,34.9,4.0,3.73,57.4,184.0,1.261,50,30,0.0,12.0
UEI-IMD-FL-2018-0062,bhandara,Maharashtra,2018-08-19,1,21.16817,79.64885,0,38.0,101.0,182.00000000000003,20.64,28.8,31.6,1369.88,-3.2,257.0,0.27,50,29,0.0,29.0
UEI-IMD-FL-2018-0062,amravati,Maharashtra,2018-08-19,1,20.93333,77.75,0,48.300000000000004,60.4,94.10000000000001,20.84,13.7,10.8,1.52,70.8,342.0,0.721,62,33,0.0,752.0
UEI-IMD-FL-2018-0062,aurangabad,Maharashtra,2018-08-19,1,19.87757,75.34226,0,159.79999999999998,170.99999999999997,183.49999999999997,22.590000000000003,23.5,25.4,2.3,123.3,587.0,0.631,73,40,0.0,348.0
UEI-IMD-FL-2018-0062,beed,Maharashtra,2018-08-19,1,18.98921,75.75634,1,111.6,125.8,135.5,25.529999999999998,20.6,14.7,0.2,,510.0,0.631,38,27,0.0,364.0
UEI-IMD-FL-2018-0074,baran,Rajasthan,2018-08-21,1,20.40714,85.83496,0,31.5,105.3,220.29999999999995,22.560000000000002,0.9,1.0,22.93,-14.0,27.0,0.541,20,15,0.0,12.0
UEI-IMD-FL-2018-0074,bundi,Rajasthan,2018-08-21,1,21.78062,83.91393,0,68.7,109.69999999999999,292.70000000000005,25.369999999999997,1.7,0.8,271.27,5.9,205.0,1.351,20,16,0.0,4380.0
UEI-IMD-FL-2018-0105,aligarh,Uttar Pradesh,2018-08-23,1,27.88145,78.07464,0,28.099999999999998,52.2,76.2,27.34,13.5,3.4,4.15,25.0,191.0,0.27,28,18,0.0,766.0
UEI-IMD-FL-2018-0105,amethi,Uttar Pradesh,2018-08-23,1,26.15696,81.80519,0,26.4,45.400000000000006,133.6,31.28,12.5,16.1,4.7,-19.5,104.0,0.27,26,15,0.0,23.0
UEI-IMD-FL-2018-0105,bahraich,Uttar Pradesh,2018-08-23,1,27.57429,81.59474,0,23.0,25.1,128.1,31.25,9.0,19.0,1.8,-6.2,128.0,0.27,66,36,0.0,23.0
UEI-IMD-FL-2018-0105,budaun,Uttar Pradesh,2018-08-23,1,28.03811,79.12668,0,23.9,39.3,92.29999999999998,28.36,11.1,43.4,0.55,-6.8,176.0,0.631,30,21,0.0,137.0
UEI-IMD-FL-2018-0106,ayodhya,Uttar Pradesh,2018-08-26,1,21.63333,86.6,0,16.0,71.3,167.60000000000002,22.93,16.6,10.5,91.9,-4.5,53.0,1.712,50,31,0.0,28.0
UEI-IMD-FL-2018-0106,bara banki,Uttar Pradesh,2018-08-26,1,26.92384,81.17927,0,76.2,109.7,183.6,23.179999999999996,7.2,14.0,3.91,27.8,122.0,0.631,58,31,0.0,26.0
UEI-IMD-FL-2018-0106,bahraich,Uttar Pradesh,2018-08-26,1,27.57429,81.59474,0,35.9,59.4,113.7,23.97,13.4,5.5,2.48,62.1,128.0,0.27,67,36,0.0,11.0
UEI-IMD-FL-2018-0106,amethi,Uttar Pradesh,2018-08-26,1,26.15696,81.80519,0,47.5,87.29999999999998,159.49999999999997,23.27,12.9,9.2,5.11,5.4,104.0,0.27,27,15,0.0,11.0
UEI-IMD-FL-2018-0114,ballia,Uttar Pradesh,2018-09-08,1,25.42139,86.31445,0,22.2,81.3,133.79999999999998,26.58,3.5,8.0,0.83,-8.8,43.0,0.45,57,34,0.0,41.0
UEI-IMD-FL-2018-0114,azamgarh,Uttar Pradesh,2018-09-08,1,26.06832,83.18358,0,27.700000000000003,88.99999999999999,190.9,23.19,1.4,0.1,259.62,15.7,81.0,0.27,48,33,0.0,184.0
UEI-IMD-FL-2018-0076,baran,Rajasthan,2018-09-08,1,20.40714,85.83496,0,115.9,154.20000000000002,266.4,18.980000000000004,2.0,8.2,29.27,20.2,27.0,0.541,21,15,0.0,17.0
UEI-IMD-FL-2018-0004,changlang,Arunachal Pradesh,2018-09-13,1,27.13177,95.73486,0,58.5,125.6,240.3,17.13,25.8,5.7,94.94,31.4,367.0,21.802,19,16,0.0,872.0
UEI-IMD-FL-2018-0045,chhindwara,Madhya Pradesh,2018-09-21,1,22.05697,78.93958,0,0.2,4.4,32.6,30.45,15.4,3.5,0.52,333.3,690.0,1.712,27,20,0.0,1160.0
UEI-IMD-FL-2018-0068,amritsar,Punjab,2018-09-22,1,31.62234,74.87534,0,0.0,10.9,20.2,31.38,55.1,7.4,1.82,152.8,246.0,1.171,42,27,0.0,1117.0
UEI-IMD-FL-2018-0115,bijnor,Uttar Pradesh,2018-09-23,1,29.373,78.13636,0,32.8,32.8,49.1,30.040000000000003,56.3,0.6,0.98,15.3,240.0,0.901,29,19,0.0,41.0
UEI-IMD-FL-2018-0022,chitradurga,Karnataka,2018-10-04,1,14.22262,76.40038,0,1.5999999999999999,25.7,59.000000000000014,32.92,4.9,8.5,0.01,-92.3,738.0,1.892,26,17,0.0,401.0
UEI-IMD-FL-2018-0022,dharwad,Karnataka,2018-10-04,1,15.46005,75.00778,0,8.3,44.099999999999994,65.0,28.2,0.0,0.5,0.3,-55.9,728.0,1.712,40,26,0.0,212.0
UEI-IMD-FL-2018-0057,amravati,Maharashtra,2018-10-06,1,20.93333,77.75,0,0.0,0.0,37.800000000000004,31.849999999999998,0.0,0.0,0.81,-43.0,342.0,0.721,63,34,0.0,47.0
UEI-IMD-FL-2018-0085,agra,Uttar Pradesh,2018-11-03,1,20.49255,82.63422,0,1.5,1.5,1.5,28.519999999999996,0.0,0.0,0.09,0.0,277.0,1.081,36,21,0.0,98.0
UEI-IMD-FL-2018-0116,dehradun,Uttarakhand,2018-11-06,1,30.32443,78.03392,0,12.6,12.6,12.899999999999999,20.1,0.0,0.0,0.52,15.6,660.0,2.072,20,12,0.0,843.0
UEI-IMD-FL-2018-0038,alappuzha,Kerala,2018-11-15,1,9.49004,76.3264,0,4.3999999999999995,20.900000000000002,63.399999999999984,23.099999999999998,67.6,0.7,0.54,-25.0,7.0,0.631,90,36,0.0,170.0
UEI-IMD-FL-2018-0039,alappuzha,Kerala,2018-11-16,1,9.49004,76.3264,0,5.0,20.5,59.59999999999999,24.48,0.7,1.1,1.98,138.6,7.0,0.631,91,36,0.0,11.0
UEI-IMD-FL-2018-0027,chikkamagaluru,Karnataka,2018-12-05,1,13.32231,75.774,0,2.7,2.7,13.7,25.7,0.8,0.7,0.02,0.0,1042.0,1.351,19,17,0.0,121.0
UEI-IMD-FL-2018-0042,burhanpur,Madhya Pradesh,2018-12-06,1,21.30868,76.23026,0,0.0,0.0,0.0,25.75,0.0,0.0,14.42,-9.5,249.0,1.892,14,13,0.0,1236.0
UEI-IMD-FL-2018-0101,budaun,Uttar Pradesh,2018-12-07,1,28.03811,79.12668,0,0.0,0.0,0.0,18.53,0.0,0.0,0.09,-47.1,176.0,0.631,31,21,0.0,105.0
UEI-IMD-FL-2019-0139,dhalai,Tripura,2019-01-03,1,24.60117,92.84785,0,0.0,0.0,0.6,18.1,0.0,0.0,19.14,-4.7,32.0,0.631,20,13,0.0,567.0
UEI-IMD-FL-2019-0134,coimbatore,Tamil Nadu,2019-01-04,1,11.00555,76.96612,0,0.0,15.8,27.1,28.57,0.0,0.0,0.25,-32.4,422.0,0.811,31,22,0.0,574.0
UEI-IMD-FL-2019-0001,dhemaji,Assam,2019-01-05,1,27.48333,94.58333,0,0.0,0.7,0.7,15.68,0.0,0.0,1.47,-3.3,109.0,1.081,132,35,0.0,160.0
UEI-IMD-FL-2019-0001,chirang,Assam,2019-01-05,1,29.87368,79.81931,0,1.7,1.7,2.5,14.35,8.8,1.0,0.91,-4.2,1202.0,33.243,32,19,0.0,361.0
UEI-IMD-FL-2019-0118,barnala,Punjab,2019-01-07,1,30.37451,75.5487,0,7.5,8.5,8.5,12.52,0.0,0.0,0.16,100.0,237.0,0.541,18,13,0.0,1224.0
UEI-IMD-FL-2019-0118,bathinda,Punjab,2019-01-07,1,30.20747,74.93893,0,3.6,4.1,4.1,13.72,0.0,0.0,0.22,266.7,223.0,1.532,36,22,0.0,1224.0
UEI-IMD-FL-2019-0118,amritsar,Punjab,2019-01-07,1,31.62234,74.87534,0,14.100000000000001,14.900000000000002,14.900000000000002,11.000000000000002,0.0,0.0,0.59,20.4,246.0,1.171,43,28,0.0,106.0
UEI-IMD-FL-2019-0023,bharuch,Gujarat,2019-01-07,1,21.69482,72.9805,0,0.0,0.0,0.0,31.01,0.0,0.0,0.12,-14.3,15.0,1.441,45,27,0.0,196.0
UEI-IMD-FL-2019-0023,dangs,Gujarat,2019-01-07,1,26.31191,84.60651,0,0.0,0.0,0.0,17.12,0.0,0.0,0.12,-25.0,67.0,0.36,23,16,0.0,196.0
UEI-IMD-FL-2019-0040,belagavi,Karnataka,2019-01-07,1,15.85212,74.50447,0,0.0,0.0,0.0,34.58,0.0,0.0,0.47,0.0,762.0,1.441,45,26,0.0,193.0
UEI-IMD-FL-2019-0122,ajmer,Rajasthan,2019-01-07,1,26.4521,74.63867,0,0.0,0.0,0.0,22.75,0.0,0.0,0.06,-25.0,482.0,10.27,37,27,0.0,1265.0
UEI-IMD-FL-2019-0003,barpeta,Assam,2019-01-07,1,26.32293,91.00632,0,0.4,0.4,1.6,18.480000000000004,0.0,0.0,0.94,-13.0,46.0,0.36,92,37,0.0,363.0
UEI-IMD-FL-2019-0003,biswanath,Assam,2019-01-07,1,26.72577,93.14659,0,4.1,4.1,5.0,16.589999999999996,0.0,1.6,0.19,-5.0,81.0,0.541,29,19,0.0,363.0
UEI-IMD-FL-2019-0003,darrang,Assam,2019-01-07,1,26.63333,92.8,0,1.8,1.9000000000000001,2.0,17.310000000000002,0.0,0.0,2482.13,-9.0,70.0,0.36,82,41,0.0,364.0
UEI-IMD-FL-2019-0003,dhemaji,Assam,2019-01-07,1,27.48333,94.58333,0,0.0,0.0,0.7,16.05,0.0,0.2,1.44,-2.7,109.0,1.081,133,36,0.0,11.0
UEI-IMD-FL-2019-0003,chirang,Assam,2019-01-07,1,29.87368,79.81931,0,8.8,10.5,11.3,13.129999999999999,0.0,0.0,0.91,-3.2,1202.0,33.243,33,20,0.0,11.0
UEI-IMD-FL-2019-0023,amreli,Gujarat,2019-01-07,1,21.59983,71.21169,0,0.0,0.0,0.0,32.27,0.0,0.0,0.0,-100.0,123.0,0.721,33,23,0.0,174.0
UEI-IMD-FL-2019-0160,bankura,West Bengal,2019-01-07,1,23.23241,87.0716,0,0.0,0.0,0.0,19.1,0.0,0.0,4.04,-10.6,93.0,0.721,20,13,0.0,535.0
UEI-IMD-FL-2019-0160,darjeeling,West Bengal,2019-01-07,1,27.03333,88.26667,0,2.1,2.3000000000000003,15.399999999999999,12.850000000000001,0.0,1.5,0.09,0.0,2134.0,52.793,66,34,0.0,517.0
UEI-IMD-FL-2019-0024,botad,Gujarat,2019-01-08,1,22.16917,71.66671,0,0.0,0.0,0.0,32.620000000000005,0.0,0.0,0.22,0.0,88.0,0.541,22,15,0.0,179.0
UEI-IMD-FL-2019-0024,bhavnagar,Gujarat,2019-01-08,1,21.76287,72.15331,0,0.0,0.0,0.0,31.24,0.0,0.0,0.5,-20.6,23.0,1.171,33,23,0.0,175.0
UEI-IMD-FL-2019-0119,amritsar,Punjab,2019-01-08,1,31.62234,74.87534,0,14.100000000000001,14.900000000000002,14.900000000000002,10.879999999999999,0.0,0.1,0.56,12.0,246.0,1.171,44,29,0.0,11.0
UEI-IMD-FL-2019-0119,barnala,Punjab,2019-01-08,1,30.37451,75.5487,0,7.5,8.5,8.5,12.379999999999999,0.0,0.0,0.12,33.3,237.0,0.541,19,14,0.0,11.0
UEI-IMD-FL-2019-0119,bathinda,Punjab,2019-01-08,1,30.20747,74.93893,0,3.6,4.1,4.1,13.569999999999999,0.0,0.0,0.16,166.7,223.0,1.532,37,23,0.0,11.0
UEI-IMD-FL-2019-0112,bhandara,Maharashtra,2019-01-09,1,21.16817,79.64885,0,0.0,0.0,0.0,24.849999999999998,0.0,0.0,0.06,-95.7,257.0,0.27,51,29,0.0,142.0
UEI-IMD-FL-2019-0014,buxar,Bihar,2019-01-09,1,25.57548,83.98043,1,1.1,1.1,1.1,18.36,0.0,0.0,0.0,,68.0,1.441,33,21,0.0,869.0
UEI-IMD-FL-2019-0014,bhojpur,Bihar,2019-01-09,1,21.65118,84.40641,0,0.0,0.0,0.0,22.35,0.0,0.0,1.38,-1.4,279.0,2.703,44,29,0.0,860.0
UEI-IMD-FL-2019-0014,bhagalpur,Bihar,2019-01-09,1,25.24446,86.97183,0,0.0,0.0,0.0,17.43,0.0,0.0,3.03,-10.4,51.0,1.532,51,32,0.0,864.0
UEI-IMD-FL-2019-0014,begusarai,Bihar,2019-01-09,1,25.41853,86.13389,0,0.0,0.0,0.0,17.93,0.0,0.0,0.06,0.0,45.0,0.18,46,29,0.0,491.0
UEI-IMD-FL-2019-0112,akola,Maharashtra,2019-01-09,1,20.70957,76.9981,0,0.0,0.0,0.0,25.599999999999998,0.0,0.0,0.25,0.0,285.0,0.36,48,31,0.0,142.0
UEI-IMD-FL-2019-0014,arwal,Bihar,2019-01-09,1,25.24281,84.66571,0,0.2,0.2,0.2,19.01,0.0,0.0,0.09,0.0,78.0,0.18,31,20,0.0,869.0
UEI-IMD-FL-2019-0112,chandrapur,Maharashtra,2019-01-09,1,19.95076,79.29523,0,0.0,0.0,0.0,26.85,0.0,0.0,0.06,0.0,184.0,1.261,51,30,0.0,142.0
UEI-IMD-FL-2019-0112,gondia,Maharashtra,2019-01-09,1,21.46026,80.19205,0,0.0,0.0,0.0,24.909999999999997,0.0,0.0,0.06,-50.0,319.0,1.441,29,22,0.0,142.0
UEI-IMD-FL-2019-0112,amravati,Maharashtra,2019-01-09,1,20.93333,77.75,0,0.0,0.0,0.0,26.92,0.0,0.0,0.03,0.0,342.0,0.721,64,34,0.0,94.0
UEI-IMD-FL-2019-0014,darbhanga,Bihar,2019-01-09,1,26.15216,85.89707,0,0.0,0.0,0.0,17.31,0.0,0.0,0.19,0.0,51.0,0.18,59,36,0.0,428.0
UEI-IMD-FL-2019-0077,alappuzha,Kerala,2019-01-10,1,9.49004,76.3264,0,0.0,0.0,10.2,34.13,0.0,0.0,0.09,-25.0,7.0,0.631,92,36,0.0,54.0
UEI-IMD-FL-2019-0142,balrampur,Uttar Pradesh,2019-01-21,1,19.93878,83.204,0,0.0,0.0,0.0,26.090000000000003,0.0,0.0,0.41,-6.8,263.0,0.811,31,19,0.0,177.0
UEI-IMD-FL-2019-0142,bahraich,Uttar Pradesh,2019-01-21,1,27.57429,81.59474,0,0.0,0.0,1.1,17.939999999999998,1.7,3.8,0.31,0.0,128.0,0.27,68,36,0.0,147.0
UEI-IMD-FL-2019-0147,chamoli,Uttarakhand,2019-02-05,1,30.40271,79.33303,0,0.0,7.6,61.7,15.120000000000001,0.4,13.2,34.97,0.5,1102.0,40.18,23,16,0.0,947.0
UEI-IMD-FL-2019-0147,almora,Uttarakhand,2019-02-05,1,29.59713,79.65911,0,0.2,9.5,75.7,15.13,1.0,12.4,2.66,-14.7,1604.0,20.901,17,14,0.0,2756.0
UEI-IMD-FL-2019-0155,almora,Uttarakhand,2019-02-08,1,29.59713,79.65911,0,13.4,21.6,36.0,14.639999999999999,0.1,0.0,4.19,47.0,1604.0,20.901,18,15,0.0,11.0
UEI-IMD-FL-2019-0015,begusarai,Bihar,2019-02-09,1,25.41853,86.13389,0,5.7,5.7,10.4,23.15,0.0,0.0,0.19,111.1,45.0,0.18,47,30,0.0,30.0
UEI-IMD-FL-2019-0015,bhojpur,Bihar,2019-02-09,1,21.65118,84.40641,0,3.3,3.3,11.7,30.17,0.0,0.0,1.19,-2.5,279.0,2.703,45,30,0.0,30.0
UEI-IMD-FL-2019-0015,buxar,Bihar,2019-02-09,1,25.57548,83.98043,0,9.7,9.7,12.5,22.909999999999997,0.0,0.0,0.06,100.0,68.0,1.441,34,22,0.0,30.0
UEI-IMD-FL-2019-0137,cuddalore,Tamil Nadu,2019-02-11,1,11.75617,79.76693,2,2.2,2.4,4.8999999999999995,29.56,0.1,0.1,,,7.0,0.36,29,18,0.0,730.0
UEI-IMD-FL-2019-0137,chennai,Tamil Nadu,2019-02-11,1,13.08784,80.27847,2,1.4000000000000001,3.1,4.8,30.11,0.0,0.0,,,15.0,0.901,53,32,0.0,334.0
UEI-IMD-FL-2019-0137,coimbatore,Tamil Nadu,2019-02-11,1,11.00555,76.96612,0,2.6,2.7,21.5,36.129999999999995,0.0,0.0,0.31,0.0,422.0,0.811,32,23,0.0,37.0
UEI-IMD-FL-2019-0144,gonda,Uttar Pradesh,2019-02-21,1,21.64469,84.54816,0,0.0,5.7,7.7,30.61,0.0,0.0,0.75,0.0,321.0,6.937,63,34,0.0,186.0
